time,P,G(i),H_sun,T2m,WS10m,Int
20190119:1010,556.59,637.79,16.96,-1.85,0.9,0.0
20190119:1110,511.37,584.5,18.74,-0.65,1.24,0.0
20190119:1210,615.44,711.84,18.1,0.12,1.45,0.0
20190119:1310,490.33,560.52,15.1,0.4,1.59,0.0
20190119:1410,421.96,484.05,10.04,0.14,1.59,0.0
20190119:1510,4.16,13.6,3.31,-1.0,1.79,0.0
20190119:1610,0.0,0.0,0.0,-2.21,1.86,0.0
20190119:1710,0.0,0.0,0.0,-2.85,1.72,0.0
20190119:1810,0.0,0.0,0.0,-3.25,1.59,0.0
20190119:1910,0.0,0.0,0.0,-3.73,1.45,0.0
20190119:2010,0.0,0.0,0.0,-4.15,1.45,0.0
20190119:2110,0.0,0.0,0.0,-4.28,1.45,0.0
20190119:2210,0.0,0.0,0.0,-4.39,1.38,0.0
20190119:2310,0.0,0.0,0.0,-4.5,1.31,0.0
20190120:0010,0.0,0.0,0.0,-4.51,1.17,0.0
20190120:0110,0.0,0.0,0.0,-4.61,1.03,0.0
20190120:0210,0.0,0.0,0.0,-4.75,1.03,0.0
20190120:0310,0.0,0.0,0.0,-4.96,0.97,0.0
20190120:0410,0.0,0.0,0.0,-5.11,0.97,0.0
20190120:0510,0.0,0.0,0.0,-5.23,0.97,0.0
20190120:0610,0.0,0.0,0.0,-5.28,0.9,0.0
20190120:0710,0.0,0.0,0.0,-5.71,1.1,0.0
20190120:0810,341.58,382.34,7.18,-5.62,0.97,0.0
20190120:0910,514.3,580.86,13.1,-4.45,0.69,0.0
20190120:1010,617.94,709.77,17.15,-3.35,0.76,0.0
20190120:1110,654.72,757.33,18.95,-2.4,0.97,0.0
20190120:1210,680.72,789.69,18.32,-1.79,1.17,0.0
20190120:1310,587.09,671.8,15.33,-1.57,1.38,0.0
20190120:1410,394.28,448.37,10.26,-1.69,1.52,0.0
20190120:1510,8.43,20.32,3.53,-2.37,1.52,0.0
20190120:1610,0.0,0.0,0.0,-3.28,1.59,0.0
20190120:1710,0.0,0.0,0.0,-3.89,1.52,0.0
20190120:1810,0.0,0.0,0.0,-4.25,1.38,0.0
20190120:1910,0.0,0.0,0.0,-4.16,1.31,0.0
20190120:2010,0.0,0.0,0.0,-4.07,1.17,0.0
20190120:2110,0.0,0.0,0.0,-4.22,1.1,0.0
20190120:2210,0.0,0.0,0.0,-3.74,1.03,0.0
20190120:2310,0.0,0.0,0.0,-3.91,1.03,0.0
20190121:0010,0.0,0.0,0.0,-3.85,0.97,0.0
20190121:0110,0.0,0.0,0.0,-3.9,0.97,0.0
20190121:0210,0.0,0.0,0.0,-3.96,0.9,0.0
20190121:0310,0.0,0.0,0.0,-3.99,0.9,0.0
20190121:0410,0.0,0.0,0.0,-4.21,0.83,0.0
20190121:0510,0.0,0.0,0.0,-4.19,0.69,0.0
20190121:0610,0.0,0.0,0.0,-4.31,0.55,0.0
20190121:0710,0.0,0.0,0.0,-5.48,0.48,0.0
20190121:0810,175.38,203.98,7.34,-5.49,0.28,0.0
20190121:0910,204.61,235.1,13.28,-4.93,0.34,0.0
20190121:1010,125.17,152.24,17.35,-3.89,0.41,0.0
20190121:1110,69.98,93.38,19.17,-2.63,0.76,0.0
20190121:1210,109.58,136.78,18.55,-1.74,0.97,0.0
20190121:1310,123.43,151.66,15.56,-1.24,0.9,0.0
20190121:1410,65.61,88.66,10.49,-1.19,0.83,0.0
20190121:1510,0.34,6.35,3.75,-1.57,0.76,0.0
20190121:1610,0.0,0.0,0.0,-2.6,0.76,0.0
20190121:1710,0.0,0.0,0.0,-3.36,0.76,0.0
20190121:1810,0.0,0.0,0.0,-4.3,1.1,0.0
20190121:1910,0.0,0.0,0.0,-4.73,1.1,0.0
20190121:2010,0.0,0.0,0.0,-4.89,1.17,0.0
20190121:2110,0.0,0.0,0.0,-4.84,1.38,0.0
20190121:2210,0.0,0.0,0.0,-5.01,1.52,0.0
20190121:2310,0.0,0.0,0.0,-5.08,1.59,0.0
20190122:0010,0.0,0.0,0.0,-5.24,1.66,0.0
20190122:0110,0.0,0.0,0.0,-5.59,1.72,0.0
20190122:0210,0.0,0.0,0.0,-5.91,1.72,0.0
20190122:0310,0.0,0.0,0.0,-6.28,1.72,0.0
20190122:0410,0.0,0.0,0.0,-6.59,1.72,0.0
20190122:0510,0.0,0.0,0.0,-6.79,1.72,0.0
20190122:0610,0.0,0.0,0.0,-6.95,1.79,0.0
20190122:0710,0.0,0.0,0.0,-7.37,2.0,0.0
20190122:0810,374.99,413.86,7.5,-6.98,1.93,0.0
20190122:0910,515.23,572.3,13.47,-5.25,1.79,0.0
20190122:1010,633.28,713.48,17.56,-3.66,2.14,0.0
20190122:1110,625.12,706.93,19.39,-2.55,2.28,0.0
20190122:1210,631.12,716.68,18.78,-1.79,2.28,0.0
20190122:1310,568.99,644.02,15.79,-1.37,2.28,0.0
20190122:1410,377.07,427.33,10.72,-1.4,2.14,0.0
20190122:1510,9.93,22.43,3.98,-2.05,1.79,0.0
20190122:1610,0.0,0.0,0.0,-3.06,1.93,0.0
20190122:1710,0.0,0.0,0.0,-3.65,2.14,0.0
20190122:1810,0.0,0.0,0.0,-3.93,2.34,0.0
20190122:1910,0.0,0.0,0.0,-4.96,2.62,0.0
20190122:2010,0.0,0.0,0.0,-5.19,2.62,0.0
20190122:2110,0.0,0.0,0.0,-5.36,2.48,0.0
20190122:2210,0.0,0.0,0.0,-5.53,2.34,0.0
20190122:2310,0.0,0.0,0.0,-5.67,2.07,0.0
20190123:0010,0.0,0.0,0.0,-5.85,1.93,0.0
20190123:0110,0.0,0.0,0.0,-5.88,1.72,0.0
20190123:0210,0.0,0.0,0.0,-5.82,1.72,0.0
20190123:0310,0.0,0.0,0.0,-6.0,1.66,0.0
20190123:0410,0.0,0.0,0.0,-6.2,1.66,0.0
20190123:0510,0.0,0.0,0.0,-6.24,1.66,0.0
20190123:0610,0.0,0.0,0.0,-6.41,1.59,0.0
20190123:0710,0.0,0.0,0.0,-6.47,1.38,0.0
20190123:0810,93.86,116.79,7.67,-6.1,1.38,0.0
20190123:0910,465.66,516.92,13.66,-5.27,1.59,0.0
20190123:1010,547.49,612.42,17.77,-4.35,1.79,0.0
20190123:1110,416.54,466.0,19.62,-3.36,1.72,0.0
20190123:1210,391.34,438.93,19.02,-2.61,1.86,0.0
20190123:1310,334.21,375.79,16.03,-2.23,2.21,0.0
20190123:1410,274.34,311.9,10.96,-2.31,2.48,0.0
20190123:1510,11.81,24.93,4.21,-2.88,2.48,0.0
20190123:1610,0.0,0.0,0.0,-3.71,2.41,0.0
20190123:1710,0.0,0.0,0.0,-4.17,2.21,0.0
20190123:1810,0.0,0.0,0.0,-4.38,2.07,0.0
20190123:1910,0.0,0.0,0.0,-5.84,2.0,0.0
20190123:2010,0.0,0.0,0.0,-6.37,1.79,0.0
20190123:2110,0.0,0.0,0.0,-6.66,1.66,0.0
20190123:2210,0.0,0.0,0.0,-7.13,1.59,0.0
20190123:2310,0.0,0.0,0.0,-7.45,1.45,0.0
20190124:0010,0.0,0.0,0.0,-7.73,1.31,0.0
20190124:0110,0.0,0.0,0.0,-7.81,1.38,0.0
20190124:0210,0.0,0.0,0.0,-7.99,1.31,0.0
20190124:0310,0.0,0.0,0.0,-8.11,1.24,0.0
20190124:0410,0.0,0.0,0.0,-8.17,1.1,0.0
20190124:0510,0.0,0.0,0.0,-8.2,0.97,0.0
20190124:0610,0.0,0.0,0.0,-8.21,0.97,0.0
20190124:0710,0.0,0.0,0.0,-7.01,1.31,0.0
20190124:0810,82.17,104.18,7.85,-6.65,1.1,0.0
20190124:0910,91.39,114.59,13.86,-6.1,1.03,0.0
20190124:1010,126.89,152.91,17.99,-5.42,0.97,0.0
20190124:1110,84.17,108.18,19.86,-4.42,0.9,0.0
20190124:1210,69.58,92.48,19.27,-3.82,0.9,0.0
20190124:1310,72.76,96.01,16.28,-3.27,1.03,0.0
20190124:1410,34.26,52.59,11.2,-3.26,1.17,0.0
20190124:1510,3.14,11.79,4.45,-3.46,1.24,0.0
20190124:1610,0.0,0.0,0.0,-3.75,1.31,0.0
20190124:1710,0.0,0.0,0.0,-4.0,1.45,0.0
20190124:1810,0.0,0.0,0.0,-4.11,1.45,0.0
20190124:1910,0.0,0.0,0.0,-4.42,1.31,0.0
20190124:2010,0.0,0.0,0.0,-4.55,1.31,0.0
20190124:2110,0.0,0.0,0.0,-4.75,1.17,0.0
20190124:2210,0.0,0.0,0.0,-5.11,0.69,0.0
20190124:2310,0.0,0.0,0.0,-5.69,0.69,0.0
20190125:0010,0.0,0.0,0.0,-6.08,0.34,0.0
20190125:0110,0.0,0.0,0.0,-6.33,0.34,0.0
20190125:0210,0.0,0.0,0.0,-6.5,0.28,0.0
20190125:0310,0.0,0.0,0.0,-6.3,0.14,0.0
20190125:0410,0.0,0.0,0.0,-6.04,0.07,0.0
20190125:0510,0.0,0.0,0.0,-5.83,0.14,0.0
20190125:0610,0.0,0.0,0.0,-5.61,0.48,0.0
20190125:0710,0.0,0.0,0.0,-5.23,1.03,0.0
20190125:0810,103.37,127.4,8.04,-5.01,1.52,0.0
20190125:0910,87.82,111.38,14.07,-4.71,1.45,0.0
20190125:1010,62.4,84.32,18.22,-4.2,1.52,0.0
20190125:1110,33.56,51.68,20.1,-3.46,2.07,0.0
20190125:1210,38.94,58.03,19.51,-3.08,2.62,0.0
20190125:1310,92.58,117.25,16.53,-3.12,2.76,0.0
20190125:1410,64.79,86.92,11.45,-3.1,2.83,0.0
20190125:1510,4.22,13.6,4.68,-3.28,2.62,0.0
20190125:1610,0.0,0.0,0.0,-3.76,2.48,0.0
20190125:1710,0.0,0.0,0.0,-4.13,2.55,0.0
20190125:1810,0.0,0.0,0.0,-4.01,2.83,0.0
20190125:1910,0.0,0.0,0.0,-3.36,3.24,0.0
20190125:2010,0.0,0.0,0.0,-2.96,3.45,0.0
20190125:2110,0.0,0.0,0.0,-2.57,3.86,0.0
20190125:2210,0.0,0.0,0.0,-2.25,4.34,0.0
20190125:2310,0.0,0.0,0.0,-1.96,4.83,0.0
20190126:0010,0.0,0.0,0.0,-1.6,5.38,0.0
20190126:0110,0.0,0.0,0.0,-1.36,5.45,0.0
20190126:0210,0.0,0.0,0.0,-1.07,5.17,0.0
20190126:0310,0.0,0.0,0.0,-0.81,4.9,0.0
20190126:0410,0.0,0.0,0.0,-0.36,4.76,0.0
20190126:0510,0.0,0.0,0.0,0.34,4.55,0.0
20190126:0610,0.0,0.0,0.0,1.0,4.28,0.0
20190126:0710,0.0,0.0,0.0,0.51,4.07,0.0
20190126:0810,108.76,135.82,8.23,1.03,4.14,0.0
20190126:0910,38.89,58.93,14.28,1.48,4.28,0.0
20190126:1010,48.89,70.72,18.45,2.04,4.76,0.0
20190126:1110,81.03,107.2,20.34,2.63,5.17,0.0
20190126:1210,43.23,64.37,19.77,3.01,5.1,0.0
20190126:1310,25.14,42.61,16.79,3.13,4.9,0.0
20190126:1410,9.35,21.76,11.7,3.18,4.83,0.0
20190126:1510,1.11,8.16,4.93,3.17,4.76,0.0
20190126:1610,0.0,0.0,0.0,3.15,4.62,0.0
20190126:1710,0.0,0.0,0.0,3.16,4.62,0.0
20190126:1810,0.0,0.0,0.0,3.16,4.48,0.0
20190126:1910,0.0,0.0,0.0,2.61,4.34,0.0
20190126:2010,0.0,0.0,0.0,2.43,4.14,0.0
20190126:2110,0.0,0.0,0.0,2.27,4.14,0.0
20190126:2210,0.0,0.0,0.0,2.25,4.14,0.0
20190126:2310,0.0,0.0,0.0,2.23,4.0,0.0
20190127:0010,0.0,0.0,0.0,2.15,3.93,0.0
20190127:0110,0.0,0.0,0.0,2.0,3.66,0.0
20190127:0210,0.0,0.0,0.0,1.95,3.72,0.0
20190127:0310,0.0,0.0,0.0,1.93,4.0,0.0
20190127:0410,0.0,0.0,0.0,2.04,4.21,0.0
20190127:0510,0.0,0.0,0.0,2.13,4.34,0.0
20190127:0610,0.0,0.0,0.0,2.17,4.41,0.0
20190127:0710,0.0,0.0,0.0,2.47,4.62,0.0
20190127:0810,40.78,61.09,8.43,2.42,4.76,0.0
20190127:0910,357.64,405.08,14.5,2.85,4.97,0.0
20190127:1010,152.36,184.85,18.68,3.54,5.17,0.0
20190127:1110,236.89,277.06,20.6,4.59,5.1,0.0
20190127:1210,270.33,313.65,20.03,5.59,6.48,0.0
20190127:1310,138.14,171.09,17.05,5.99,5.72,0.0
20190127:1410,84.76,112.26,11.95,5.69,5.03,0.0
20190127:1510,125.98,162.98,5.17,5.07,4.34,0.0
20190127:1610,0.0,0.0,0.0,3.85,4.0,0.0
20190127:1710,0.0,0.0,0.0,3.24,3.93,0.0
20190127:1810,0.0,0.0,0.0,2.64,4.07,0.0
20190127:1910,0.0,0.0,0.0,3.0,4.28,0.0
20190127:2010,0.0,0.0,0.0,2.98,4.07,0.0
20190127:2110,0.0,0.0,0.0,2.82,3.86,0.0
20190127:2210,0.0,0.0,0.0,2.49,3.52,0.0
20190127:2310,0.0,0.0,0.0,2.15,3.17,0.0
20190128:0010,0.0,0.0,0.0,1.77,3.38,0.0
20190128:0110,0.0,0.0,0.0,1.22,3.45,0.0
20190128:0210,0.0,0.0,0.0,0.87,3.45,0.0
20190128:0310,0.0,0.0,0.0,0.5,3.72,0.0
20190128:0410,0.0,0.0,0.0,0.21,3.72,0.0
20190128:0510,0.0,0.0,0.0,-0.04,3.66,0.0
20190128:0610,0.0,0.0,0.0,-0.05,4.21,0.0
20190128:0710,0.0,0.0,0.0,0.56,4.28,0.0
20190128:0810,5.81,16.32,8.63,0.72,4.55,0.0
20190128:0910,162.02,192.74,14.72,1.16,5.17,0.0
20190128:1010,151.81,182.87,18.93,1.94,6.28,0.0
20190128:1110,270.23,309.37,20.86,2.52,6.76,0.0
20190128:1210,114.4,143.6,20.3,2.79,6.48,0.0
20190128:1310,149.87,181.41,17.31,2.76,5.93,0.0
20190128:1410,120.63,149.8,12.21,2.37,5.1,0.0
20190128:1510,130.09,165.14,5.42,1.72,4.28,0.0
20190128:1610,0.0,0.0,0.0,1.18,3.79,0.0
20190128:1710,0.0,0.0,0.0,1.12,3.79,0.0
20190128:1810,0.0,0.0,0.0,0.97,3.86,0.0
20190128:1910,0.0,0.0,0.0,1.07,3.72,0.0
20190128:2010,0.0,0.0,0.0,0.9,4.0,0.0
20190128:2110,0.0,0.0,0.0,0.66,4.41,0.0
20190128:2210,0.0,0.0,0.0,0.27,4.62,0.0
20190128:2310,0.0,0.0,0.0,-0.17,4.62,0.0
20190129:0010,0.0,0.0,0.0,-0.5,4.41,0.0
20190129:0110,0.0,0.0,0.0,-0.61,4.21,0.0
20190129:0210,0.0,0.0,0.0,-0.57,4.0,0.0
20190129:0310,0.0,0.0,0.0,-0.61,3.93,0.0
20190129:0410,0.0,0.0,0.0,-0.55,3.66,0.0
20190129:0510,0.0,0.0,0.0,-0.73,3.38,0.0
20190129:0610,0.0,0.0,0.0,-1.0,3.17,0.0
20190129:0710,0.0,0.0,0.0,-1.59,2.83,0.0
20190129:0810,244.34,279.71,8.84,-1.38,2.62,0.0
20190129:0910,98.75,124.68,14.95,-0.64,3.66,0.0
20190129:1010,220.36,255.02,19.18,0.23,3.72,0.0
20190129:1110,99.18,126.38,21.12,0.54,3.66,0.0
20190129:1210,85.49,111.62,20.57,0.98,3.31,0.0
20190129:1310,48.28,69.81,17.58,1.02,2.76,0.0
20190129:1410,216.71,253.39,12.47,1.08,2.55,0.0
20190129:1510,74.1,100.94,5.67,0.51,1.72,0.0
20190129:1610,0.0,0.0,0.0,-0.07,1.59,0.0
20190129:1710,0.0,0.0,0.0,-0.93,1.79,0.0
20190129:1810,0.0,0.0,0.0,-1.41,1.93,0.0
20190129:1910,0.0,0.0,0.0,-3.0,1.72,0.0
20190129:2010,0.0,0.0,0.0,-4.11,1.79,0.0
20190129:2110,0.0,0.0,0.0,-4.79,1.93,0.0
20190129:2210,0.0,0.0,0.0,-5.57,2.07,0.0
20190129:2310,0.0,0.0,0.0,-5.59,2.07,0.0
20190130:0010,0.0,0.0,0.0,-5.69,2.0,0.0
20190130:0110,0.0,0.0,0.0,-6.36,2.14,0.0
20190130:0210,0.0,0.0,0.0,-3.92,2.34,0.0
20190130:0310,0.0,0.0,0.0,-3.47,2.48,0.0
20190130:0410,0.0,0.0,0.0,-3.33,2.48,0.0
20190130:0510,0.0,0.0,0.0,-3.28,2.41,0.0
20190130:0610,0.0,0.0,0.0,-3.33,2.41,0.0
20190130:0710,0.0,0.0,0.0,-3.26,2.62,0.0
20190130:0810,82.11,105.62,9.06,-2.75,2.41,0.0
20190130:0910,172.32,202.29,15.19,-1.69,2.69,0.0
20190130:1010,229.84,264.1,19.43,-1.06,3.1,0.0
20190130:1110,266.58,304.96,21.39,0.06,3.24,0.0
20190130:1210,487.46,550.84,20.84,1.05,3.38,0.0
20190130:1310,62.37,86.13,17.85,1.82,3.38,0.0
20190130:1410,125.84,155.55,12.74,1.82,3.03,0.0
20190130:1510,8.19,19.95,5.93,1.4,3.03,0.0
20190130:1610,0.0,0.0,0.0,0.72,3.31,0.0
20190130:1710,0.0,0.0,0.0,0.3,3.59,0.0
20190130:1810,0.0,0.0,0.0,0.09,3.93,0.0
20190130:1910,0.0,0.0,0.0,-0.36,3.93,0.0
20190130:2010,0.0,0.0,0.0,-0.34,3.93,0.0
20190130:2110,0.0,0.0,0.0,-0.55,3.79,0.0
20190130:2210,0.0,0.0,0.0,-0.51,3.59,0.0
20190130:2310,0.0,0.0,0.0,-0.48,3.38,0.0
20190131:0010,0.0,0.0,0.0,-0.51,3.24,0.0
20190131:0110,0.0,0.0,0.0,-0.49,3.17,0.0
20190131:0210,0.0,0.0,0.0,-0.65,2.83,0.0
20190131:0310,0.0,0.0,0.0,-1.1,2.48,0.0
20190131:0410,0.0,0.0,0.0,-1.69,2.21,0.0
20190131:0510,0.0,0.0,0.0,-2.19,2.14,0.0
20190131:0610,0.0,0.0,0.0,-2.79,2.14,0.0
20190131:0710,0.0,0.0,0.0,-3.52,1.72,0.0
20190131:0810,314.18,353.69,9.28,-3.84,1.52,0.0
20190131:0910,386.5,432.81,15.43,-3.01,1.72,0.0
20190131:1010,499.6,565.27,19.69,-0.37,2.34,0.0
20190131:1110,546.48,622.74,21.66,0.9,2.62,0.0
20190131:1210,581.99,668.7,21.12,2.08,2.62,0.0
20190131:1310,520.59,596.63,18.13,2.35,2.55,0.0
20190131:1410,357.54,411.54,13.0,2.32,2.28,0.0
20190131:1510,207.67,253.5,6.19,1.46,1.79,0.0
20190131:1610,0.0,0.0,0.0,0.02,2.0,0.0
20190131:1710,0.0,0.0,0.0,-0.82,2.0,0.0
20190131:1810,0.0,0.0,0.0,-1.13,2.07,0.0
20190131:1910,0.0,0.0,0.0,-1.91,1.66,0.0
20190131:2010,0.0,0.0,0.0,-2.36,1.66,0.0
20190131:2110,0.0,0.0,0.0,-2.86,1.66,0.0
20190131:2210,0.0,0.0,0.0,-3.11,1.72,0.0
20190131:2310,0.0,0.0,0.0,-5.08,1.79,0.0
20190201:0010,0.0,0.0,0.0,-5.22,1.86,0.0
20190201:0110,0.0,0.0,0.0,-5.3,1.86,0.0
20190201:0210,0.0,0.0,0.0,-5.47,2.07,0.0
20190201:0310,0.0,0.0,0.0,-5.05,2.28,0.0
20190201:0410,0.0,0.0,0.0,-2.9,2.62,0.0
20190201:0510,0.0,0.0,0.0,-1.46,2.76,0.0
20190201:0610,0.0,0.0,0.0,-0.78,2.97,0.0
20190201:0710,0.0,0.0,0.0,-0.6,3.45,0.0
20190201:0810,26.25,43.52,9.51,0.09,3.72,0.0
20190201:0910,125.74,154.53,15.68,0.88,3.45,0.0
20190201:1010,122.36,152.1,19.96,1.7,2.9,0.0
20190201:1110,43.28,64.37,21.94,2.46,2.83,0.0
20190201:1210,63.58,87.94,21.41,2.85,2.41,0.0
20190201:1310,54.81,77.97,18.41,2.97,1.93,0.0
20190201:1410,90.19,117.45,13.28,2.72,1.59,0.0
20190201:1510,10.03,22.67,6.45,2.11,1.24,0.0
20190201:1610,0.0,0.0,0.0,1.82,1.31,0.0
20190201:1710,0.0,0.0,0.0,0.98,1.24,0.0
20190201:1810,0.0,0.0,0.0,0.43,1.31,0.0
20190201:1910,0.0,0.0,0.0,-0.72,1.31,0.0
20190201:2010,0.0,0.0,0.0,-1.09,1.1,0.0
20190201:2110,0.0,0.0,0.0,-0.79,0.9,0.0
20190201:2210,0.0,0.0,0.0,-0.73,0.83,0.0
20190201:2310,0.0,0.0,0.0,-0.58,0.76,0.0
20190202:0010,0.0,0.0,0.0,-0.63,0.69,0.0
20190202:0110,0.0,0.0,0.0,-0.63,0.62,0.0
20190202:0210,0.0,0.0,0.0,-0.72,0.69,0.0
20190202:0310,0.0,0.0,0.0,-0.79,0.76,0.0
20190202:0410,0.0,0.0,0.0,-0.9,0.41,0.0
20190202:0510,0.0,0.0,0.0,-0.84,0.28,0.0
20190202:0610,0.0,0.0,0.0,-0.96,0.55,0.0
20190202:0710,0.0,0.0,0.0,-1.28,0.28,0.0
20190202:0810,39.66,59.36,9.74,-0.76,0.0,0.0
20190202:0910,47.61,68.9,15.93,-0.13,0.34,0.0
20190202:1010,47.44,68.9,20.23,0.57,0.28,0.0
20190202:1110,40.36,60.74,22.23,1.19,0.69,0.0
20190202:1210,42.57,63.46,21.7,1.74,0.9,0.0
20190202:1310,25.2,42.61,18.7,2.08,0.62,0.0
20190202:1410,5.76,16.32,13.55,2.05,0.48,0.0
20190202:1510,24.54,41.95,6.71,1.79,0.41,0.0
20190202:1610,0.0,0.0,0.0,1.37,0.48,0.0
20190202:1710,0.0,0.0,0.0,0.56,0.9,0.0
20190202:1810,0.0,0.0,0.0,0.23,0.83,0.0
20190202:1910,0.0,0.0,0.0,0.56,0.9,0.0
20190202:2010,0.0,0.0,0.0,0.48,0.9,0.0
20190202:2110,0.0,0.0,0.0,0.79,0.62,0.0
20190202:2210,0.0,0.0,0.0,0.2,0.97,0.0
20190202:2310,0.0,0.0,0.0,0.22,1.17,0.0
20190203:0010,0.0,0.0,0.0,0.03,1.45,0.0
20190203:0110,0.0,0.0,0.0,-0.15,2.14,0.0
20190203:0210,0.0,0.0,0.0,-0.58,2.34,0.0
20190203:0310,0.0,0.0,0.0,-0.86,2.41,0.0
20190203:0410,0.0,0.0,0.0,-1.13,2.62,0.0
20190203:0510,0.0,0.0,0.0,-1.34,3.1,0.0
20190203:0610,0.0,0.0,0.0,-1.67,3.24,0.0
20190203:0710,0.0,0.0,0.0,-1.37,3.72,0.0
20190203:0810,27.94,45.33,9.98,-1.33,3.79,0.0
20190203:0910,64.65,87.54,16.19,-1.15,4.14,0.0
20190203:1010,117.89,145.56,20.51,-0.86,4.21,0.0
20190203:1110,145.31,175.07,22.52,-0.55,4.41,0.0
20190203:1210,131.81,160.8,21.99,-0.34,4.41,0.0
20190203:1310,60.59,83.41,18.99,-0.09,4.55,0.0
20190203:1410,17.62,32.64,13.83,-0.24,4.48,0.0
20190203:1510,8.27,19.95,6.98,-0.38,4.28,0.0
20190203:1610,0.0,0.0,0.0,-0.49,2.97,0.0
20190203:1710,0.0,0.0,0.0,-0.65,3.1,0.0
20190203:1810,0.0,0.0,0.0,-0.76,3.17,0.0
20190203:1910,0.0,0.0,0.0,-0.83,2.97,0.0
20190203:2010,0.0,0.0,0.0,-0.99,2.83,0.0
20190203:2110,0.0,0.0,0.0,-0.95,2.76,0.0
20190203:2210,0.0,0.0,0.0,-0.86,2.69,0.0
20190203:2310,0.0,0.0,0.0,-0.8,2.55,0.0
20190204:0010,0.0,0.0,0.0,-0.88,2.48,0.0
20190204:0110,0.0,0.0,0.0,-1.2,2.28,0.0
20190204:0210,0.0,0.0,0.0,-1.61,2.14,0.0
20190204:0310,0.0,0.0,0.0,-1.75,2.14,0.0
20190204:0410,0.0,0.0,0.0,-2.27,2.07,0.0
20190204:0510,0.0,0.0,0.0,-2.18,1.86,0.0
20190204:0610,0.0,0.0,0.0,-2.34,1.66,0.0
20190204:0710,0.75,7.25,2.57,-2.55,1.72,0.0
20190204:0810,397.35,450.02,10.22,-1.91,1.45,0.0
20190204:0910,444.68,506.37,16.46,-0.07,1.45,0.0
20190204:1010,525.82,603.43,20.79,1.38,1.93,0.0
20190204:1110,612.89,705.6,22.81,1.83,2.62,0.0
20190204:1210,570.12,652.47,22.29,2.16,3.03,0.0
20190204:1310,566.42,647.29,19.28,2.34,3.24,0.0
20190204:1410,350.76,401.71,14.11,2.24,3.17,0.0
20190204:1510,153.17,190.12,7.24,1.62,2.55,0.0
20190204:1610,0.0,0.0,0.0,0.17,2.55,0.0
20190204:1710,0.0,0.0,0.0,-0.76,2.62,0.0
20190204:1810,0.0,0.0,0.0,-0.99,2.83,0.0
20190204:1910,0.0,0.0,0.0,-1.34,3.03,0.0
20190204:2010,0.0,0.0,0.0,-1.15,3.38,0.0
20190204:2110,0.0,0.0,0.0,-0.97,3.59,0.0
20190204:2210,0.0,0.0,0.0,-0.9,3.66,0.0
20190204:2310,0.0,0.0,0.0,-1.07,3.72,0.0
20190205:0010,0.0,0.0,0.0,-1.44,3.79,0.0
20190205:0110,0.0,0.0,0.0,-1.71,3.72,0.0
20190205:0210,0.0,0.0,0.0,-1.75,3.59,0.0
20190205:0310,0.0,0.0,0.0,-2.06,3.31,0.0
20190205:0410,0.0,0.0,0.0,-2.2,3.1,0.0
20190205:0510,0.0,0.0,0.0,-2.09,2.97,0.0
20190205:0610,0.0,0.0,0.0,-1.79,2.9,0.0
20190205:0710,0.34,6.35,2.8,-1.68,2.76,0.0
20190205:0810,151.97,181.26,10.47,-1.12,2.69,0.0
20190205:0910,244.63,280.77,16.73,-0.4,2.62,0.0
20190205:1010,271.03,311.1,21.08,0.54,2.62,0.0
20190205:1110,273.89,315.83,23.11,1.46,2.62,0.0
20190205:1210,69.48,94.29,22.59,1.95,2.62,0.0
20190205:1310,170.59,204.52,19.58,2.06,2.48,0.0
20190205:1410,126.52,156.75,14.4,2.05,2.28,0.0
20190205:1510,125.23,158.84,7.52,1.88,2.0,0.0
20190205:1610,0.0,0.0,0.0,1.47,1.93,0.0
20190205:1710,0.0,0.0,0.0,0.67,1.93,0.0
20190205:1810,0.0,0.0,0.0,0.33,1.86,0.0
20190205:1910,0.0,0.0,0.0,0.0,1.79,0.0
20190205:2010,0.0,0.0,0.0,-0.17,1.72,0.0
20190205:2110,0.0,0.0,0.0,-0.55,1.79,0.0
20190205:2210,0.0,0.0,0.0,-0.85,1.79,0.0
20190205:2310,0.0,0.0,0.0,-1.01,1.72,0.0
20190206:0010,0.0,0.0,0.0,-1.44,1.72,0.0
20190206:0110,0.0,0.0,0.0,-1.69,1.72,0.0
20190206:0210,0.0,0.0,0.0,-2.19,1.79,0.0
20190206:0310,0.0,0.0,0.0,-2.98,1.93,0.0
20190206:0410,0.0,0.0,0.0,-4.13,1.93,0.0
20190206:0510,0.0,0.0,0.0,-5.42,1.93,0.0
20190206:0610,0.0,0.0,0.0,-6.36,2.07,0.0
20190206:0710,0.0,4.53,3.04,-4.85,2.48,0.0
20190206:0810,95.48,119.88,10.73,-3.23,2.62,0.0
20190206:0910,330.99,373.31,17.0,-0.74,2.9,0.0
20190206:1010,648.76,741.05,21.37,1.1,3.31,0.0
20190206:1110,730.88,845.95,23.42,2.42,3.52,0.0
20190206:1210,713.9,827.51,22.9,3.29,3.59,0.0
20190206:1310,663.49,767.54,19.88,3.81,3.45,0.0
20190206:1410,343.72,396.61,14.69,3.76,3.1,0.0
20190206:1510,210.56,256.27,7.79,3.22,2.9,0.0
20190206:1610,0.0,0.0,0.0,2.08,2.76,0.0
20190206:1710,0.0,0.0,0.0,0.94,2.76,0.0
20190206:1810,0.0,0.0,0.0,0.23,2.69,0.0
