time,P,G(i),H_sun,T2m,WS10m,Int
20191113:0410,0.0,0.0,0.0,2.38,2.07,0.0
20191113:0510,0.0,0.0,0.0,2.19,2.07,0.0
20191113:0610,0.0,0.0,0.0,2.11,2.07,0.0
20191113:0710,48.7,70.55,5.05,2.32,2.34,0.0
20191113:0810,330.03,379.83,11.97,2.83,2.07,0.0
20191113:0910,212.58,250.52,17.24,3.78,3.24,0.0
20191113:1010,237.56,279.02,20.42,4.58,3.38,0.0
20191113:1110,305.22,354.39,21.19,5.38,3.66,0.0
20191113:1210,237.67,280.3,19.46,5.61,3.45,0.0
20191113:1310,317.0,368.56,15.41,5.88,3.45,0.0
20191113:1410,256.58,305.16,9.45,5.79,3.17,0.0
20191113:1510,0.0,0.0,0.0,5.39,2.76,0.0
20191113:1610,0.0,0.0,0.0,4.9,2.62,0.0
20191113:1710,0.0,0.0,0.0,4.51,2.48,0.0
20191113:1810,0.0,0.0,0.0,3.78,2.41,0.0
20191113:1910,0.0,0.0,0.0,2.84,2.55,0.0
20191113:2010,0.0,0.0,0.0,2.59,2.48,0.0
20191113:2110,0.0,0.0,0.0,2.69,2.34,0.0
20191113:2210,0.0,0.0,0.0,2.79,2.21,0.0
20191113:2310,0.0,0.0,0.0,2.72,2.14,0.0
20191114:0010,0.0,0.0,0.0,2.71,2.07,0.0
20191114:0110,0.0,0.0,0.0,2.73,2.14,0.0
20191114:0210,0.0,0.0,0.0,2.61,2.0,0.0
20191114:0310,0.0,0.0,0.0,2.47,1.93,0.0
20191114:0410,0.0,0.0,0.0,2.25,1.79,0.0
20191114:0510,0.0,0.0,0.0,1.79,1.79,0.0
20191114:0610,0.0,0.0,0.0,1.23,1.93,0.0
20191114:0710,117.84,147.57,4.8,1.35,2.14,0.0
20191114:0810,283.35,326.91,11.71,2.23,2.07,0.0
20191114:0910,517.35,597.8,16.98,3.85,2.28,0.0
20191114:1010,671.86,794.79,20.16,5.37,2.28,0.0
20191114:1110,594.62,700.56,20.93,6.38,2.34,0.0
20191114:1210,670.64,795.01,19.21,6.79,2.62,0.0
20191114:1310,80.36,108.25,15.18,6.9,2.83,0.0
20191114:1410,315.96,375.07,9.23,6.59,2.69,0.0
20191114:1510,0.0,0.0,0.0,5.57,2.62,0.0
20191114:1610,0.0,0.0,0.0,4.33,2.69,0.0
20191114:1710,0.0,0.0,0.0,3.59,2.76,0.0
20191114:1810,0.0,0.0,0.0,3.12,2.83,0.0
20191114:1910,0.0,0.0,0.0,2.43,2.41,0.0
20191114:2010,0.0,0.0,0.0,2.01,2.0,0.0
20191114:2110,0.0,0.0,0.0,1.61,2.07,0.0
20191114:2210,0.0,0.0,0.0,1.34,2.14,0.0
20191114:2310,0.0,0.0,0.0,1.41,2.34,0.0
20191115:0010,0.0,0.0,0.0,1.27,2.34,0.0
20191115:0110,0.0,0.0,0.0,1.33,2.21,0.0
20191115:0210,0.0,0.0,0.0,1.08,2.14,0.0
20191115:0310,0.0,0.0,0.0,1.13,1.79,0.0
20191115:0410,0.0,0.0,0.0,0.88,1.72,0.0
20191115:0510,0.0,0.0,0.0,0.89,1.72,0.0
20191115:0610,0.0,0.0,0.0,0.91,1.93,0.0
20191115:0710,2.03,9.97,4.56,1.76,2.34,0.0
20191115:0810,26.63,44.43,11.46,2.62,2.07,0.0
20191115:0910,100.05,128.89,16.72,3.93,2.0,0.0
20191115:1010,388.12,451.17,19.89,5.55,2.07,0.0
20191115:1110,457.53,539.97,20.67,7.62,1.66,0.0
20191115:1210,189.1,232.1,18.96,8.8,0.9,0.0
20191115:1310,51.13,75.62,14.96,9.22,0.41,0.0
20191115:1410,15.41,30.83,9.03,9.04,0.48,0.0
20191115:1510,0.0,0.0,0.0,8.0,0.69,0.0
20191115:1610,0.0,0.0,0.0,6.77,0.83,0.0
20191115:1710,0.0,0.0,0.0,5.75,0.97,0.0
20191115:1810,0.0,0.0,0.0,4.61,1.38,0.0
20191115:1910,0.0,0.0,0.0,3.85,1.38,0.0
20191115:2010,0.0,0.0,0.0,3.8,1.52,0.0
20191115:2110,0.0,0.0,0.0,2.99,1.31,0.0
20191115:2210,0.0,0.0,0.0,2.88,1.38,0.0
20191115:2310,0.0,0.0,0.0,2.49,1.17,0.0
20191116:0010,0.0,0.0,0.0,2.74,1.59,0.0
20191116:0110,0.0,0.0,0.0,2.7,1.45,0.0
20191116:0210,0.0,0.0,0.0,3.32,1.45,0.0
20191116:0310,0.0,0.0,0.0,3.38,1.93,0.0
20191116:0410,0.0,0.0,0.0,3.17,2.55,0.0
20191116:0510,0.0,0.0,0.0,2.62,2.9,0.0
20191116:0610,0.0,0.0,0.0,2.3,2.83,0.0
20191116:0710,12.71,26.44,4.32,2.71,2.55,0.0
20191116:0810,261.13,302.5,11.21,2.98,2.76,0.0
20191116:0910,230.82,269.97,16.46,3.55,3.1,0.0
20191116:1010,387.54,445.08,19.64,4.5,3.31,0.0
20191116:1110,621.38,725.25,20.42,5.21,2.9,0.0
20191116:1210,581.03,678.25,18.73,5.89,2.83,0.0
20191116:1310,481.81,560.27,14.74,6.19,2.9,0.0
20191116:1410,285.42,339.13,8.83,6.06,2.69,0.0
20191116:1510,0.0,0.0,0.0,5.21,2.28,0.0
20191116:1610,0.0,0.0,0.0,4.19,2.21,0.0
20191116:1710,0.0,0.0,0.0,3.54,2.21,0.0
20191116:1810,0.0,0.0,0.0,2.98,2.21,0.0
20191116:1910,0.0,0.0,0.0,2.99,1.86,0.0
20191116:2010,0.0,0.0,0.0,2.46,1.79,0.0
20191116:2110,0.0,0.0,0.0,2.04,1.66,0.0
20191116:2210,0.0,0.0,0.0,0.55,1.52,0.0
20191116:2310,0.0,0.0,0.0,0.05,1.59,0.0
20191117:0010,0.0,0.0,0.0,-0.32,1.45,0.0
20191117:0110,0.0,0.0,0.0,-0.07,1.1,0.0
20191117:0210,0.0,0.0,0.0,0.05,0.97,0.0
20191117:0310,0.0,0.0,0.0,0.6,0.9,0.0
20191117:0410,0.0,0.0,0.0,0.07,1.24,0.0
20191117:0510,0.0,0.0,0.0,-0.05,1.38,0.0
20191117:0610,0.0,0.0,0.0,0.25,1.52,0.0
20191117:0710,0.71,7.25,4.08,1.1,1.59,0.0
20191117:0810,10.7,23.57,10.96,1.6,1.72,0.0
20191117:0910,20.92,37.17,16.21,2.0,2.21,0.0
20191117:1010,23.77,40.8,19.38,2.23,2.34,0.0
20191117:1110,64.51,88.85,20.17,2.42,2.48,0.0
20191117:1210,58.09,81.6,18.49,2.57,2.21,0.0
20191117:1310,29.54,48.05,14.52,2.83,2.07,0.0
20191117:1410,4.05,13.6,8.63,3.05,1.79,0.0
20191117:1510,0.0,0.0,0.0,3.35,1.52,0.0
20191117:1610,0.0,0.0,0.0,3.59,1.31,0.0
20191117:1710,0.0,0.0,0.0,3.88,1.17,0.0
20191117:1810,0.0,0.0,0.0,4.24,1.1,0.0
20191117:1910,0.0,0.0,0.0,4.39,1.38,0.0
20191117:2010,0.0,0.0,0.0,4.41,1.17,0.0
20191117:2110,0.0,0.0,0.0,4.27,0.83,0.0
20191117:2210,0.0,0.0,0.0,4.44,0.48,0.0
20191117:2310,0.0,0.0,0.0,4.11,0.9,0.0
20191118:0010,0.0,0.0,0.0,4.41,1.1,0.0
20191118:0110,0.0,0.0,0.0,4.93,1.38,0.0
20191118:0210,0.0,0.0,0.0,5.66,1.52,0.0
20191118:0310,0.0,0.0,0.0,6.21,1.93,0.0
20191118:0410,0.0,0.0,0.0,6.42,2.14,0.0
20191118:0510,0.0,0.0,0.0,6.18,2.34,0.0
20191118:0610,0.0,0.0,0.0,5.78,2.48,0.0
20191118:0710,3.98,13.6,3.85,5.57,2.34,0.0
20191118:0810,165.52,200.7,10.72,5.38,2.48,0.0
20191118:0910,37.37,58.03,15.96,5.27,2.62,0.0
20191118:1010,33.64,53.49,19.13,5.25,2.83,0.0
20191118:1110,36.61,57.12,19.93,5.39,2.9,0.0
20191118:1210,10.49,23.57,18.27,5.34,3.17,0.0
20191118:1310,18.49,34.45,14.31,5.27,3.38,0.0
20191118:1410,21.29,38.08,8.44,5.24,3.93,0.0
20191118:1510,0.0,0.0,0.0,4.88,4.07,0.0
20191118:1610,0.0,0.0,0.0,4.34,4.0,0.0
20191118:1710,0.0,0.0,0.0,3.96,4.0,0.0
20191118:1810,0.0,0.0,0.0,3.76,4.14,0.0
20191118:1910,0.0,0.0,0.0,3.35,4.41,0.0
20191118:2010,0.0,0.0,0.0,3.41,4.69,0.0
20191118:2110,0.0,0.0,0.0,3.34,4.9,0.0
20191118:2210,0.0,0.0,0.0,3.23,5.1,0.0
20191118:2310,0.0,0.0,0.0,3.32,5.31,0.0
20191119:0010,0.0,0.0,0.0,3.4,5.31,0.0
20191119:0110,0.0,0.0,0.0,3.43,5.17,0.0
20191119:0210,0.0,0.0,0.0,3.57,5.03,0.0
20191119:0310,0.0,0.0,0.0,3.64,4.76,0.0
20191119:0410,0.0,0.0,0.0,3.68,4.34,0.0
20191119:0510,0.0,0.0,0.0,3.73,3.86,0.0
20191119:0610,0.0,0.0,0.0,3.7,3.38,0.0
20191119:0710,26.27,44.16,3.61,3.75,2.97,0.0
20191119:0810,191.29,227.56,10.48,4.11,2.62,0.0
20191119:0910,38.24,58.93,15.72,4.74,3.17,0.0
20191119:1010,152.42,187.05,18.89,5.49,3.17,0.0
20191119:1110,47.93,70.72,19.7,5.82,2.83,0.0
20191119:1210,28.33,47.15,18.05,6.22,2.69,0.0
20191119:1310,19.07,35.36,14.11,6.23,2.28,0.0
20191119:1410,1.51,9.07,8.26,6.01,1.66,0.0
20191119:1510,0.0,0.0,0.0,5.68,1.1,0.0
20191119:1610,0.0,0.0,0.0,4.95,1.17,0.0
20191119:1710,0.0,0.0,0.0,4.41,1.03,0.0
20191119:1810,0.0,0.0,0.0,3.92,0.83,0.0
20191119:1910,0.0,0.0,0.0,4.34,0.41,0.0
20191119:2010,0.0,0.0,0.0,4.28,0.34,0.0
20191119:2110,0.0,0.0,0.0,4.0,0.41,0.0
20191119:2210,0.0,0.0,0.0,3.71,0.48,0.0
20191119:2310,0.0,0.0,0.0,3.48,0.48,0.0
20191120:0010,0.0,0.0,0.0,3.38,0.55,0.0
20191120:0110,0.0,0.0,0.0,3.09,0.69,0.0
20191120:0210,0.0,0.0,0.0,2.97,0.62,0.0
20191120:0310,0.0,0.0,0.0,2.85,0.62,0.0
20191120:0410,0.0,0.0,0.0,2.87,0.62,0.0
20191120:0510,0.0,0.0,0.0,2.61,0.69,0.0
20191120:0610,0.0,0.0,0.0,2.49,0.76,0.0
20191120:0710,0.32,6.35,3.39,1.84,0.76,0.0
20191120:0810,115.62,144.6,10.25,2.18,0.97,0.0
20191120:0910,50.91,73.44,15.48,2.71,1.17,0.0
20191120:1010,37.71,58.03,18.66,3.26,1.66,0.0
20191120:1110,70.54,96.1,19.47,3.36,1.93,0.0
20191120:1210,17.96,33.55,17.83,3.44,1.86,0.0
20191120:1310,19.35,35.36,13.92,3.46,1.93,0.0
20191120:1410,6.29,17.23,8.08,3.42,1.86,0.0
20191120:1510,0.0,0.0,0.0,3.34,1.93,0.0
20191120:1610,0.0,0.0,0.0,3.19,1.66,0.0
20191120:1710,0.0,0.0,0.0,3.12,1.59,0.0
20191120:1810,0.0,0.0,0.0,3.07,1.66,0.0
20191120:1910,0.0,0.0,0.0,2.8,1.72,0.0
20191120:2010,0.0,0.0,0.0,2.77,1.66,0.0
20191120:2110,0.0,0.0,0.0,2.72,1.45,0.0
20191120:2210,0.0,0.0,0.0,2.73,1.45,0.0
20191120:2310,0.0,0.0,0.0,2.8,1.31,0.0
20191121:0010,0.0,0.0,0.0,2.83,1.24,0.0
20191121:0110,0.0,0.0,0.0,2.85,1.31,0.0
20191121:0210,0.0,0.0,0.0,2.91,1.38,0.0
20191121:0310,0.0,0.0,0.0,2.91,1.38,0.0
20191121:0410,0.0,0.0,0.0,2.94,1.31,0.0
20191121:0510,0.0,0.0,0.0,2.98,1.1,0.0
20191121:0610,0.0,0.0,0.0,3.03,0.97,0.0
20191121:0710,0.0,5.44,3.16,3.19,0.41,0.0
20191121:0810,8.09,19.95,10.02,3.32,0.28,0.0
20191121:0910,34.57,54.4,15.25,3.6,0.28,0.0
20191121:1010,61.44,86.13,18.42,3.97,0.34,0.0
20191121:1110,116.21,147.6,19.25,4.26,0.62,0.0
20191121:1210,97.51,126.91,17.62,4.68,0.76,0.0
20191121:1310,73.38,99.7,13.73,4.9,0.83,0.0
20191121:1410,26.15,44.25,7.91,4.96,0.69,0.0
20191121:1510,0.0,0.0,0.0,4.98,0.55,0.0
20191121:1610,0.0,0.0,0.0,4.91,0.48,0.0
20191121:1710,0.0,0.0,0.0,4.93,0.48,0.0
20191121:1810,0.0,0.0,0.0,4.98,0.55,0.0
20191121:1910,0.0,0.0,0.0,5.28,0.9,0.0
20191121:2010,0.0,0.0,0.0,5.39,1.1,0.0
20191121:2110,0.0,0.0,0.0,5.17,1.38,0.0
20191121:2210,0.0,0.0,0.0,4.62,1.86,0.0
20191121:2310,0.0,0.0,0.0,4.5,2.07,0.0
20191122:0010,0.0,0.0,0.0,4.02,2.21,0.0
20191122:0110,0.0,0.0,0.0,3.88,2.14,0.0
20191122:0210,0.0,0.0,0.0,3.6,2.0,0.0
20191122:0310,0.0,0.0,0.0,3.49,1.86,0.0
20191122:0410,0.0,0.0,0.0,3.5,1.79,0.0
20191122:0510,0.0,0.0,0.0,3.19,1.86,0.0
20191122:0610,0.0,0.0,0.0,2.7,1.72,0.0
20191122:0710,2.02,9.97,2.94,2.88,1.79,0.0
20191122:0810,230.46,270.32,9.79,3.45,1.86,0.0
20191122:0910,196.9,234.03,15.02,4.32,2.62,0.0
20191122:1010,165.0,200.71,18.2,5.32,2.69,0.0
20191122:1110,446.6,520.08,19.03,5.96,2.14,0.0
20191122:1210,53.79,77.97,17.42,6.83,2.0,0.0
20191122:1310,114.78,146.91,13.54,7.27,1.86,0.0
20191122:1410,240.54,291.26,7.75,7.31,1.52,0.0
20191122:1510,0.0,0.0,0.0,6.53,1.52,0.0
20191122:1610,0.0,0.0,0.0,5.41,1.66,0.0
20191122:1710,0.0,0.0,0.0,4.61,1.79,0.0
20191122:1810,0.0,0.0,0.0,3.9,1.86,0.0
20191122:1910,0.0,0.0,0.0,3.18,1.72,0.0
20191122:2010,0.0,0.0,0.0,2.89,1.79,0.0
20191122:2110,0.0,0.0,0.0,2.51,1.86,0.0
20191122:2210,0.0,0.0,0.0,2.1,1.86,0.0
20191122:2310,0.0,0.0,0.0,1.61,1.86,0.0
20191123:0010,0.0,0.0,0.0,1.1,1.86,0.0
20191123:0110,0.0,0.0,0.0,0.69,2.0,0.0
20191123:0210,0.0,0.0,0.0,0.43,2.0,0.0
20191123:0310,0.0,0.0,0.0,0.38,2.0,0.0
20191123:0410,0.0,0.0,0.0,0.37,2.0,0.0
20191123:0510,0.0,0.0,0.0,0.57,1.93,0.0
20191123:0610,0.0,0.0,0.0,0.37,1.93,0.0
20191123:0710,29.51,47.69,2.73,0.53,1.79,0.0
20191123:0810,403.63,461.63,9.57,1.3,1.66,0.0
20191123:0910,521.86,609.53,14.79,4.7,1.59,0.0
20191123:1010,615.99,729.24,17.98,6.5,2.07,0.0
20191123:1110,671.85,804.78,18.82,7.62,2.14,0.0
20191123:1210,568.34,674.17,17.23,8.78,2.48,0.0
20191123:1310,495.35,586.99,13.37,9.1,2.34,0.0
20191123:1410,216.06,263.94,7.6,8.67,2.28,0.0
20191123:1510,0.0,0.0,0.0,7.34,2.34,0.0
20191123:1610,0.0,0.0,0.0,6.22,2.21,0.0
20191123:1710,0.0,0.0,0.0,5.38,2.14,0.0
20191123:1810,0.0,0.0,0.0,4.66,2.0,0.0
20191123:1910,0.0,0.0,0.0,3.93,1.86,0.0
20191123:2010,0.0,0.0,0.0,3.2,1.72,0.0
20191123:2110,0.0,0.0,0.0,2.27,1.72,0.0
20191123:2210,0.0,0.0,0.0,1.46,1.72,0.0
20191123:2310,0.0,0.0,0.0,0.83,1.66,0.0
20191124:0010,0.0,0.0,0.0,0.42,1.52,0.0
20191124:0110,0.0,0.0,0.0,0.32,1.45,0.0
20191124:0210,0.0,0.0,0.0,0.13,1.45,0.0
20191124:0310,0.0,0.0,0.0,0.05,1.38,0.0
20191124:0410,0.0,0.0,0.0,-0.05,1.31,0.0
20191124:0510,0.0,0.0,0.0,-0.14,1.17,0.0
20191124:0610,0.0,0.0,0.0,-0.19,1.1,0.0
20191124:0710,1.13,8.16,2.52,1.27,1.03,0.0
20191124:0810,63.25,86.81,9.36,2.08,0.76,0.0
20191124:0910,176.26,212.86,14.58,4.19,0.62,0.0
20191124:1010,202.39,244.03,17.76,6.27,0.9,0.0
20191124:1110,308.99,367.14,18.61,7.65,0.83,0.0
20191124:1210,477.28,574.2,17.04,8.69,0.55,0.0
20191124:1310,434.02,519.2,13.2,8.98,0.97,0.0
20191124:1410,77.39,105.96,7.45,8.35,1.38,0.0
20191124:1510,0.0,0.0,0.0,6.73,1.72,0.0
20191124:1610,0.0,0.0,0.0,5.4,1.45,0.0
20191124:1710,0.0,0.0,0.0,4.38,1.03,0.0
20191124:1810,0.0,0.0,0.0,4.19,0.83,0.0
20191124:1910,0.0,0.0,0.0,1.9,1.1,0.0
20191124:2010,0.0,0.0,0.0,1.47,1.03,0.0
20191124:2110,0.0,0.0,0.0,1.27,0.97,0.0
20191124:2210,0.0,0.0,0.0,1.34,0.83,0.0
20191124:2310,0.0,0.0,0.0,1.63,0.97,0.0
20191125:0010,0.0,0.0,0.0,1.8,0.9,0.0
20191125:0110,0.0,0.0,0.0,1.84,0.9,0.0
20191125:0210,0.0,0.0,0.0,1.84,1.1,0.0
20191125:0310,0.0,0.0,0.0,1.97,1.03,0.0
20191125:0410,0.0,0.0,0.0,2.04,0.83,0.0
20191125:0510,0.0,0.0,0.0,2.01,0.76,0.0
20191125:0610,0.0,0.0,0.0,1.98,0.76,0.0
20191125:0710,9.95,22.59,2.31,1.96,0.9,0.0
20191125:0810,343.59,397.7,9.15,2.23,0.76,0.0
20191125:0910,301.58,350.54,14.36,2.88,0.69,0.0
20191125:1010,278.43,325.95,17.55,3.71,0.76,0.0
20191125:1110,268.44,316.08,18.41,4.51,0.76,0.0
20191125:1210,330.54,388.06,16.86,5.17,0.69,0.0
20191125:1310,88.65,117.18,13.04,5.75,0.76,0.0
20191125:1410,48.56,71.58,7.3,5.84,0.55,0.0
20191125:1510,0.0,0.0,0.0,5.65,0.14,0.0
20191125:1610,0.0,0.0,0.0,5.01,0.69,0.0
20191125:1710,0.0,0.0,0.0,4.55,0.55,0.0
20191125:1810,0.0,0.0,0.0,4.29,0.69,0.0
20191125:1910,0.0,0.0,0.0,3.61,1.17,0.0
20191125:2010,0.0,0.0,0.0,3.57,1.45,0.0
20191125:2110,0.0,0.0,0.0,3.55,1.72,0.0
20191125:2210,0.0,0.0,0.0,3.32,2.0,0.0
20191125:2310,0.0,0.0,0.0,3.42,2.0,0.0
20191126:0010,0.0,0.0,0.0,3.28,1.86,0.0
20191126:0110,0.0,0.0,0.0,3.25,1.93,0.0
20191126:0210,0.0,0.0,0.0,3.26,1.93,0.0
20191126:0310,0.0,0.0,0.0,3.1,1.93,0.0
20191126:0410,0.0,0.0,0.0,3.11,1.86,0.0
20191126:0510,0.0,0.0,0.0,2.81,1.93,0.0
20191126:0610,0.0,0.0,0.0,2.65,2.07,0.0
20191126:0710,0.0,0.0,0.0,2.53,2.28,0.0
20191126:0810,337.67,388.99,8.94,3.38,2.21,0.0
20191126:0910,374.23,431.81,14.16,4.63,2.28,0.0
20191126:1010,422.12,488.9,17.35,5.77,2.55,0.0
20191126:1110,463.38,539.6,18.22,6.86,2.69,0.0
20191126:1210,334.98,391.8,16.68,7.88,3.17,0.0
20191126:1310,115.18,147.62,12.88,8.28,2.69,0.0
20191126:1410,53.69,78.2,7.17,8.35,2.62,0.0
20191126:1510,0.0,0.0,0.0,7.96,2.41,0.0
20191126:1610,0.0,0.0,0.0,7.25,2.41,0.0
20191126:1710,0.0,0.0,0.0,7.0,2.41,0.0
20191126:1810,0.0,0.0,0.0,6.88,2.55,0.0
20191126:1910,0.0,0.0,0.0,6.15,2.76,0.0
20191126:2010,0.0,0.0,0.0,5.97,2.83,0.0
20191126:2110,0.0,0.0,0.0,5.88,2.9,0.0
20191126:2210,0.0,0.0,0.0,5.73,2.83,0.0
20191126:2310,0.0,0.0,0.0,5.5,2.83,0.0
20191127:0010,0.0,0.0,0.0,5.4,2.83,0.0
20191127:0110,0.0,0.0,0.0,5.28,2.76,0.0
20191127:0210,0.0,0.0,0.0,5.27,2.76,0.0
20191127:0310,0.0,0.0,0.0,5.16,2.62,0.0
20191127:0410,0.0,0.0,0.0,5.18,2.62,0.0
20191127:0510,0.0,0.0,0.0,5.21,2.62,0.0
20191127:0610,0.0,0.0,0.0,5.4,2.48,0.0
20191127:0710,0.0,0.0,0.0,5.33,2.83,0.0
20191127:0810,9.83,22.67,8.74,5.85,3.66,0.0
20191127:0910,30.55,49.87,13.95,6.17,4.0,0.0
20191127:1010,21.82,38.99,17.15,6.77,3.66,0.0
20191127:1110,21.06,38.08,18.04,7.28,3.52,0.0
20191127:1210,10.99,24.48,16.51,7.52,3.52,0.0
20191127:1310,5.02,15.41,12.73,7.36,3.45,0.0
20191127:1410,22.01,39.32,7.04,7.41,3.31,0.0
20191127:1510,0.0,0.0,0.0,7.42,3.45,0.0
20191127:1610,0.0,0.0,0.0,7.16,3.66,0.0
20191127:1710,0.0,0.0,0.0,6.85,3.79,0.0
20191127:1810,0.0,0.0,0.0,6.88,4.0,0.0
20191127:1910,0.0,0.0,0.0,7.53,4.83,0.0
20191127:2010,0.0,0.0,0.0,7.78,5.24,0.0
20191127:2110,0.0,0.0,0.0,7.93,5.38,0.0
20191127:2210,0.0,0.0,0.0,8.12,5.38,0.0
20191127:2310,0.0,0.0,0.0,8.26,5.59,0.0
20191128:0010,0.0,0.0,0.0,8.5,5.59,0.0
20191128:0110,0.0,0.0,0.0,8.24,5.38,0.0
20191128:0210,0.0,0.0,0.0,8.0,5.31,0.0
20191128:0310,0.0,0.0,0.0,8.17,5.31,0.0
20191128:0410,0.0,0.0,0.0,8.24,5.24,0.0
20191128:0510,0.0,0.0,0.0,8.05,5.24,0.0
20191128:0610,0.0,0.0,0.0,7.98,5.17,0.0
20191128:0710,0.0,0.0,0.0,7.98,5.52,0.0
20191128:0810,157.78,193.31,8.54,8.25,5.66,0.0
20191128:0910,133.96,167.89,13.76,8.78,5.31,0.0
20191128:1010,64.08,90.42,16.96,9.15,5.93,0.0
20191128:1110,315.21,368.44,17.86,9.27,5.86,0.0
20191128:1210,202.86,244.24,16.35,9.34,5.93,0.0
20191128:1310,121.65,154.73,12.59,9.28,5.93,0.0
20191128:1410,248.26,298.29,6.91,9.06,6.14,0.0
20191128:1510,0.0,0.0,0.0,8.33,5.66,0.0
20191128:1610,0.0,0.0,0.0,7.85,5.66,0.0
20191128:1710,0.0,0.0,0.0,7.64,5.66,0.0
20191128:1810,0.0,0.0,0.0,7.57,5.52,0.0
20191128:1910,0.0,0.0,0.0,7.7,5.79,0.0
20191128:2010,0.0,0.0,0.0,7.26,5.45,0.0
20191128:2110,0.0,0.0,0.0,7.14,5.1,0.0
20191128:2210,0.0,0.0,0.0,7.15,4.9,0.0
20191128:2310,0.0,0.0,0.0,7.17,4.62,0.0
20191129:0010,0.0,0.0,0.0,7.17,4.83,0.0
20191129:0110,0.0,0.0,0.0,7.1,4.41,0.0
20191129:0210,0.0,0.0,0.0,7.02,4.48,0.0
20191129:0310,0.0,0.0,0.0,6.97,4.34,0.0
20191129:0410,0.0,0.0,0.0,6.72,3.93,0.0
20191129:0510,0.0,0.0,0.0,6.2,3.72,0.0
20191129:0610,0.0,0.0,0.0,5.69,3.45,0.0
20191129:0710,0.0,0.0,0.0,5.0,3.38,0.0
20191129:0810,255.63,297.84,8.35,4.53,3.38,0.0
20191129:0910,559.02,643.06,13.57,4.34,3.31,0.0
20191129:1010,504.07,575.84,16.78,4.53,4.14,0.0
20191129:1110,565.64,646.72,17.69,4.88,4.76,0.0
20191129:1210,300.34,346.29,16.19,5.03,4.83,0.0
20191129:1310,166.86,201.41,12.45,5.13,4.62,0.0
20191129:1410,10.51,23.57,6.8,5.0,4.34,0.0
20191129:1510,0.0,0.0,0.0,4.44,3.59,0.0
20191129:1610,0.0,0.0,0.0,3.82,3.38,0.0
20191129:1710,0.0,0.0,0.0,3.37,3.31,0.0
20191129:1810,0.0,0.0,0.0,2.99,3.31,0.0
20191129:1910,0.0,0.0,0.0,2.59,3.24,0.0
20191129:2010,0.0,0.0,0.0,2.28,3.03,0.0
20191129:2110,0.0,0.0,0.0,1.89,2.83,0.0
20191129:2210,0.0,0.0,0.0,1.56,2.62,0.0
20191129:2310,0.0,0.0,0.0,1.37,2.48,0.0
20191130:0010,0.0,0.0,0.0,1.03,2.41,0.0
20191130:0110,0.0,0.0,0.0,0.76,2.34,0.0
20191130:0210,0.0,0.0,0.0,0.72,2.55,0.0
20191130:0310,0.0,0.0,0.0,0.74,2.55,0.0
20191130:0410,0.0,0.0,0.0,0.6,2.69,0.0
20191130:0510,0.0,0.0,0.0,0.66,2.76,0.0
20191130:0610,0.0,0.0,0.0,0.7,2.69,0.0
20191130:0710,0.0,0.0,0.0,0.25,2.34,0.0
20191130:0810,265.07,304.02,8.16,0.6,2.41,0.0
20191130:0910,455.49,514.41,13.38,1.32,3.24,0.0
20191130:1010,314.55,359.34,16.6,2.11,3.03,0.0
20191130:1110,347.41,397.17,17.52,2.76,2.9,0.0
20191130:1210,99.35,127.6,16.05,3.26,2.76,0.0
20191130:1310,137.7,169.19,12.32,3.42,2.48,0.0
20191130:1410,9.33,21.76,6.69,3.35,2.0,0.0
20191130:1510,0.0,0.0,0.0,2.93,1.38,0.0
20191130:1610,0.0,0.0,0.0,2.46,1.03,0.0
20191130:1710,0.0,0.0,0.0,1.7,0.83,0.0
20191130:1810,0.0,0.0,0.0,1.64,0.62,0.0
20191130:1910,0.0,0.0,0.0,1.15,0.9,0.0
20191130:2010,0.0,0.0,0.0,0.58,1.03,0.0
20191130:2110,0.0,0.0,0.0,-0.1,1.17,0.0
20191130:2210,0.0,0.0,0.0,-0.74,1.31,0.0
20191130:2310,0.0,0.0,0.0,-1.28,1.38,0.0
20191201:0010,0.0,0.0,0.0,-1.51,1.17,0.0
20191201:0110,0.0,0.0,0.0,-1.51,1.03,0.0
20191201:0210,0.0,0.0,0.0,-1.86,1.17,0.0
20191201:0310,0.0,0.0,0.0,-2.08,1.31,0.0
20191201:0410,0.0,0.0,0.0,-2.57,1.45,0.0
20191201:0510,0.0,0.0,0.0,-2.47,1.31,0.0
20191201:0610,0.0,0.0,0.0,-2.58,1.38,0.0
20191201:0710,0.0,0.0,0.0,-3.21,1.45,0.0
20191201:0810,253.86,289.15,7.98,-2.53,1.45,0.0
20191201:0910,391.26,444.22,13.2,-0.05,1.52,0.0
20191201:1010,406.61,464.03,16.43,1.04,1.59,0.0
20191201:1110,698.53,816.12,17.36,1.72,2.0,0.0
20191201:1210,104.2,132.28,15.9,1.89,2.14,0.0
20191201:1310,191.83,226.71,12.2,1.83,2.07,0.0
20191201:1410,28.81,46.87,6.58,1.34,2.0,0.0
20191201:1510,0.0,0.0,0.0,0.45,2.07,0.0
20191201:1610,0.0,0.0,0.0,-0.03,1.72,0.0
20191201:1710,0.0,0.0,0.0,-0.25,1.38,0.0
20191201:1810,0.0,0.0,0.0,-0.5,1.45,0.0
20191201:1910,0.0,0.0,0.0,-0.62,1.31,0.0
20191201:2010,0.0,0.0,0.0,-0.75,1.31,0.0
20191201:2110,0.0,0.0,0.0,-1.3,0.97,0.0
